LSOA GVA Estimates (millions),Urban_rura,RUC21NM,LU_pct_micro_2025_msoa,LU_pct_small_2025_msoa,LU_pct_medium_2025_msoa,LU_pct_large_2025_msoa,enterprises_per_1k_residents_2025,total_enterprises_2025_msoa,turnover_diversity_1-HHI_2025_msoa,LU_diversity_1-HHI_2025,share_enterprises_creative_2025_msoa,share_enterprises_foundational_2025_msoa,share_enterprises_green_aligned_2025_msoa,share_enterprises_industrial_2025_msoa,share_enterprises_kibs_2025_msoa,share_enterprises_anchor_2025_msoa,share_enterprises_public_2025_msoa,share_enterprises_private_2025_msoa,employment_rate_per_pop,full_to_part_ratio,total_employees,Apprenticeship %,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills %","Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma %","Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma %","Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy) %",No qualifications %,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown) %",IMD_decile,Income_decile,Employment_decile,Education_decile,AdultSkills_decile,Percentage of connections receiving less than 10Mbit/s broadband,Average download speed (Mbit/s),Percentage of homes unable to receive at least 30Mbit/s broadband,bus_stop_density,dist_to_primary_m,Mid-2024 population,Working_Age_Pop,Pct_Working_Age,LSOA21CD,LSOA21NM,MSOA21CD,MSOA21NM,area_km2,LU_micro_2025_msoa,LU_small_2025_msoa,LU_medium_2025_msoa,LU_large_2025_msoa,LU_total_2025_msoa,full_time_employees,part_time_employees
13.869,Urban,Urban: Nearer to a major town or city,0.7322834645669292,0.2125984251968504,0.0472440944881889,0.007874016,254.71698113207543,405,0.8081499107674004,0.9038378076756154,0.1604938271604938,0.345679012,0.0246913580246913,0.0246913580246913,0.4567901234567901,0.086419753,0.0121951219512195,0.9878048780487804,0.1257861635220125,0.6,200,3.710691823899371,9.433962264150944,12.138364779874214,13.71069182389937,20.251572327044027,15.471698113207546,2.4528301886792456,6,5,6,5,4,0.0,125.1983015,0.8,1.4379062091840529,642.9868112319928,1590,1040,0.6540880503144654,E01016248,Bracknell Forest 007C,E02003358,Bracknell Forest 007,0.6954556518449524,465,135,30,5,635,75,125
13.232,Urban,Urban: Nearer to a major town or city,0.7322834645669292,0.2125984251968504,0.0472440944881889,0.007874016,213.83315733896515,405,0.8081499107674004,0.9038378076756154,0.1604938271604938,0.345679012,0.0246913580246913,0.0246913580246913,0.4567901234567901,0.086419753,0.0121951219512195,0.9878048780487804,0.1187961985216473,0.5,225,4.329461457233368,8.342133051742344,10.82365364308342,14.519535374868004,24.604012671594507,11.932418162618797,2.6399155227032733,8,6,8,6,6,0.0,101.3907668,0.0,1.4769707586670748,452.3371670247512,1894,1241,0.6552270327349525,E01016250,Bracknell Forest 007E,E02003358,Bracknell Forest 007,1.3541229494651232,465,135,30,5,635,75,150
29.37,Rural,Smaller rural: Nearer to a major town or city,0.918918919,0.067567568,0.0135135135135135,0.0,239.05723905723903,355,0.7934933544931562,0.8924444444444444,0.1267605633802817,0.323943662,0.028169014084507,0.028169014084507,0.4929577464788732,0.042253521,0.0,1.0,0.2693602693602693,0.6,400,5.185185185185185,6.936026936026936,11.11111111111111,12.65993265993266,33.1986532,15.286195286195287,1.818181818181818,8,10,10,8,7,0.04137931,39.87687688,12.4,0.078393018,1028.7633478009404,1485,910,0.6127946127946128,E01016252,Bracknell Forest 001C,E02003352,Bracknell Forest 001,38.26871405382218,340,25,5,0,370,150,250
11.642,Urban,Urban: Nearer to a major town or city,0.918918919,0.067567568,0.0135135135135135,0.0,260.0732600732601,355,0.7934933544931562,0.8924444444444444,0.1267605633802817,0.323943662,0.028169014084507,0.028169014084507,0.4929577464788732,0.042253521,0.0,1.0,0.076923077,0.4,105,3.8095238095238098,6.080586081,11.135531135531137,15.897435897435896,37.50915750915751,7.6190476190476195,1.684981684981685,10,10,10,10,10,0.0,57.83021442,0.0,0.4399909227202037,1555.5785032861486,1365,968,0.7091575091575092,E01016253,Bracknell Forest 001D,E02003352,Bracknell Forest 001,2.2727741604703824,340,25,5,0,370,30,75
921.035,Rural,Smaller rural: Nearer to a major town or city,0.8121827411167513,0.1472081218274111,0.0304568527918781,0.010152284,560.6860158311346,850,0.8429065743944637,0.91929394959698,0.1,0.3470588235294117,0.1,0.076470588,0.4,0.035294118,0.005847953,0.9941520467836256,8.080474934036939,0.1136363636363636,12250,4.683377308707124,8.509234828496043,11.279683377308707,12.467018469656992,28.034300791556728,16.75461741424802,1.978891820580475,5,7,6,5,5,0.0,66.09442177,50.0,0.6538172783165412,765.7432243304975,1516,904,0.5963060686015831,E01016254,West Berkshire 011A,E02003377,West Berkshire 011,39.76646207,800,145,30,10,985,1250,11000
45.671,Rural,Smaller rural: Nearer to a major town or city,0.8121827411167513,0.1472081218274111,0.0304568527918781,0.010152284,553.7459283387623,850,0.8429065743944637,0.91929394959698,0.1,0.3470588235294117,0.1,0.076470588,0.4,0.035294118,0.005847953,0.9941520467836256,0.5537459283387622,0.4166666666666667,850,2.8664495114006514,6.188925081433225,9.250814332247558,14.006514657980455,35.11400651465798,9.315960912052116,1.758957654723127,7,9,9,8,9,0.0,122.8181034,0.8,0.4918276122196179,981.0734881894718,1535,931,0.606514658,E01016255,West Berkshire 011B,E02003377,West Berkshire 011,48.797585584282274,800,145,30,10,985,250,600
26.794,Rural,Smaller rural: Nearer to a major town or city,0.8736842105263158,0.1157894736842105,0.0105263157894736,0.0,247.20423778693348,420,0.8090859924283397,0.9006663890045814,0.1309523809523809,0.2261904761904762,0.0238095238095238,0.0238095238095238,0.5476190476190477,0.083333333,0.0114942528735632,0.9885057471264368,0.279576221,0.5833333333333334,475,2.942907592701589,5.709240729841083,9.711595055915245,12.419070041200706,47.20423778693349,6.474396703943497,1.9423190111830488,8,10,10,10,10,0.0,173.1188312,0.6,0.0564508157122756,1838.727023543203,1699,1069,0.6291936433195998,E01016256,West Berkshire 003A,E02003369,West Berkshire 003,35.42907174616936,415,55,5,0,475,175,300
18.557,Rural,Smaller rural: Nearer to a major town or city,0.8736842105263158,0.1157894736842105,0.0105263157894736,0.0,319.87814166031984,420,0.8090859924283397,0.9006663890045814,0.1309523809523809,0.2261904761904762,0.0238095238095238,0.0238095238095238,0.5476190476190477,0.083333333,0.0114942528735632,0.9885057471264368,0.2665651180502665,1.0,350,3.046458492003046,4.188880426504189,8.225437928408226,11.50038081,47.98172124904798,6.549885757806551,1.0662604722010662,9,10,10,10,10,0.018018018,139.5209424,1.8,0.017639686,3480.241598439394,1313,812,0.6184310738766184,E01016257,West Berkshire 003B,E02003369,West Berkshire 003,56.690352144416615,415,55,5,0,475,175,175
36.759,Urban,Urban: Nearer to a major town or city,0.9117647058823528,0.0588235294117647,0.0294117647058823,0.0,97.71986971,150,0.718192628,0.84765625,0.1333333333333333,0.4666666666666667,0.033333333,0.033333333,0.3666666666666666,0.033333333,0.0,1.0,0.4071661237785016,0.5625,625,6.905537459283388,11.270358306188925,13.094462540716613,12.899022801302932,21.30293159609121,17.52442996742671,2.214983713355049,9,9,7,6,5,0.0,96.06197719,0.0,1.2028425172862596,1422.7501155804828,1535,879,0.5726384364820847,E01016258,West Berkshire 005A,E02003371,West Berkshire 005,2.4940920834493934,155,10,5,0,170,225,400
375.398,Urban,Urban: Nearer to a major town or city,0.8301886792452831,0.1132075471698113,0.037735849,0.0188679245283018,137.6440460947503,215,0.7789115646258503,0.8921324314702741,0.1162790697674418,0.4651162790697674,0.0232558139534883,0.0232558139534883,0.4186046511627907,0.0465116279069767,0.0,1.0,1.536491677336748,0.6,2400,5.313700384122919,9.411011524,12.99615877080666,15.87708066581306,22.279129321382843,12.99615877080666,1.9206145966709345,10,9,9,7,6,0.0,111.4141791,0.0,3.093532445627121,599.8001210122137,1562,1000,0.6402048655569782,E01016259,West Berkshire 006A,E02003372,West Berkshire 006,2.586040437787695,220,30,10,5,265,900,1500
10.568,Urban,Urban: Nearer to a major town or city,0.8301886792452831,0.1132075471698113,0.037735849,0.0188679245283018,131.74019607843138,215,0.7789115646258503,0.8921324314702741,0.1162790697674418,0.4651162790697674,0.0232558139534883,0.0232558139534883,0.4186046511627907,0.0465116279069767,0.0,1.0,0.091911765,0.5,150,5.208333333333334,9.742647058823527,13.112745098039216,13.541666666666666,29.47303921568628,11.27450980392157,2.083333333333333,10,9,9,8,7,0.0,110.5910646,0.0,3.1678675200264466,752.5866744196865,1632,973,0.5962009803921569,E01016260,West Berkshire 006B,E02003372,West Berkshire 006,0.9470092991688476,220,30,10,5,265,50,100
10.408,Urban,Urban: Nearer to a major town or city,0.9117647058823528,0.0588235294117647,0.0294117647058823,0.0,92.42144177449168,150,0.718192628,0.84765625,0.1333333333333333,0.4666666666666667,0.033333333,0.033333333,0.3666666666666666,0.033333333,0.0,1.0,0.089340727,0.45,145,4.436229205175601,8.502772643253234,14.417744916820702,17.56007393715342,28.40418977202711,6.531115218730746,0.9242144177449167,10,10,10,9,9,0.0,122.7763419,0.0,2.142571472236748,1814.674162757009,1623,1091,0.6722119531731362,E01016261,West Berkshire 005B,E02003371,West Berkshire 005,1.866915550697677,155,10,5,0,170,45,100
16.348,Urban,Urban: Nearer to a major town or city,0.8301886792452831,0.1132075471698113,0.037735849,0.0188679245283018,153.02491103202848,215,0.7789115646258503,0.8921324314702741,0.1162790697674418,0.4651162790697674,0.0232558139534883,0.0232558139534883,0.4186046511627907,0.0465116279069767,0.0,1.0,0.1779359430604982,1.5,250,6.761565836298933,8.540925266903916,11.601423487544483,14.09252669039146,21.99288256227758,11.95729537366548,2.277580071174377,10,10,10,9,7,0.0,104.6753846,0.0,6.243407604010347,1798.305677394443,1405,818,0.5822064056939502,E01016262,West Berkshire 006C,E02003372,West Berkshire 006,0.4805068306084967,220,30,10,5,265,150,100
26.134,Rural,Larger rural: Nearer to a major town or city,0.8795180722891566,0.096385542,0.0240963855421686,0.0,160.60862214708368,380,0.8068814302580536,0.8996875,0.1447368421052631,0.2894736842105263,0.052631579,0.052631579,0.5,0.052631579,0.0,1.0,0.2007607776838546,0.9,475,2.578191039729501,7.100591715976331,11.62299239222316,14.327979712595097,34.277261200338124,6.551141166525781,1.7328825021132712,9,9,10,9,9,0.0,103.109589,0.0,0.034086563,1007.590486682331,2366,1527,0.6453930684699916,E01016263,West Berkshire 007A,E02003373,West Berkshire 007,29.337073662628928,365,40,10,0,415,225,250
63.619,Rural,Smaller rural: Nearer to a major town or city,0.8121827411167513,0.1472081218274111,0.0304568527918781,0.010152284,484.0546697038724,850,0.8429065743944637,0.91929394959698,0.1,0.3470588235294117,0.1,0.076470588,0.4,0.035294118,0.005847953,0.9941520467836256,0.5979498861047836,0.75,1050,1.879271070615034,3.701594533029613,19.19134396355353,8.997722095671982,27.44874715261959,6.605922551252847,1.7084282460136675,7,10,10,8,10,0.015503876,162.5618881,1.6,0.019035089,1104.5367699323754,1756,1067,0.607630979,E01016264,West Berkshire 011C,E02003377,West Berkshire 011,52.53455962194388,800,145,30,10,985,450,600
21.17,Rural,Smaller rural: Nearer to a major town or city,0.8121827411167513,0.1472081218274111,0.0304568527918781,0.010152284,542.4377791959157,850,0.8429065743944637,0.91929394959698,0.1,0.3470588235294117,0.1,0.076470588,0.4,0.035294118,0.005847953,0.9941520467836256,0.1914486279514997,0.7142857142857143,300,3.6375239310784937,7.147415443522655,11.614550095724317,12.380344607530311,35.60944479897894,8.487555839183154,1.0210593490746651,8,8,8,9,9,0.0,121.6862302,0.4,0.0238992738743708,3315.032253059985,1567,955,0.6094447989789407,E01016265,West Berkshire 011D,E02003377,West Berkshire 011,41.84227542881055,800,145,30,10,985,125,175
17.46,Rural,Smaller rural: Nearer to a major town or city,0.8121827411167513,0.1472081218274111,0.0304568527918781,0.010152284,613.7184115523465,850,0.8429065743944637,0.91929394959698,0.1,0.3470588235294117,0.1,0.076470588,0.4,0.035294118,0.005847953,0.9941520467836256,0.1805054151624548,0.6666666666666666,250,3.898916967509025,6.281588448,10.469314079422382,12.92418772563177,35.88447653429603,9.097472924187723,1.8050541516245489,8,8,9,8,8,0.0,169.6854701,0.0,0.2962856174433819,2797.825023268018,1385,839,0.6057761732851985,E01016266,West Berkshire 011E,E02003377,West Berkshire 011,16.87560821596568,800,145,30,10,985,100,150
35.646,Rural,Larger rural: Nearer to a major town or city,0.8125,0.15625,0.015625,0.015625,182.60292164674635,275,0.7933673469387755,0.9040060468631896,0.1454545454545454,0.3272727272727272,0.054545455,0.036363636,0.4727272727272727,0.036363636,0.0,1.0,0.348605577689243,0.75,525,3.386454183266932,6.241699867197875,11.819389110225764,13.41301460823373,35.45816733067729,6.839309428950863,1.7264276228419653,10,10,10,10,10,0.0,64.47858473,0.0,9.084725003,3953.021172368753,1506,919,0.6102257636122178,E01016267,West Berkshire 015A,E02003381,West Berkshire 015,1.320898540750927,260,50,5,5,320,225,300
14.586,Rural,Larger rural: Nearer to a major town or city,0.8125,0.15625,0.015625,0.015625,158.5014409221902,275,0.7933673469387755,0.9040060468631896,0.1454545454545454,0.3272727272727272,0.054545455,0.036363636,0.4727272727272727,0.036363636,0.0,1.0,0.086455331,0.5,150,4.841498559,8.991354467,11.469740634005763,12.103746397694524,25.302593659942364,12.33429395,1.786743515850144,6,5,6,4,6,0.0,43.11788079,0.0,5.115131115988476,3919.6545664259847,1735,1069,0.6161383285302594,E01016268,West Berkshire 015B,E02003381,West Berkshire 015,0.7819936399082936,260,50,5,5,320,50,100
195.014,Rural,Smaller rural: Nearer to a major town or city,0.8125,0.15625,0.015625,0.015625,192.17330538085253,275,0.7933673469387755,0.9040060468631896,0.1454545454545454,0.3272727272727272,0.054545455,0.036363636,0.4727272727272727,0.036363636,0.0,1.0,1.9916142557651992,0.2666666666666666,2850,3.2145352900069883,6.498951781970649,12.299091544374562,12.997903563941298,35.01048218,10.062893081761008,2.0964360587002098,8,9,9,9,8,0.0,59.37171533,0.0,0.3105763702497472,484.4830696380717,1431,909,0.6352201257861635,E01016269,West Berkshire 015C,E02003381,West Berkshire 015,38.637839673218885,260,50,5,5,320,600,2250
29.003,Rural,Smaller rural: Nearer to a major town or city,0.8125,0.15625,0.015625,0.015625,184.3163538873995,275,0.7933673469387755,0.9040060468631896,0.1454545454545454,0.3272727272727272,0.054545455,0.036363636,0.4727272727272727,0.036363636,0.0,1.0,0.087131367,0.3,130,2.8150134048257374,5.697050938337802,10.388739946380698,16.621983914209114,30.89812332439678,5.898123324396782,0.938337802,10,9,10,9,10,0.0,71.19190283,0.0,2.5673529849631347,2777.530610516537,1492,925,0.6199731903485255,E01016270,West Berkshire 015D,E02003381,West Berkshire 015,2.726543658,260,50,5,5,320,30,100
19.35,Urban,Urban: Nearer to a major town or city,0.9642857142857144,0.035714286,0.0,0.0,87.41258741258741,125,0.7455621301775148,0.8587105624142661,0.28,0.44,0.0,0.0,0.48,0.04,0.0,1.0,0.06993007,1.0,100,5.804195804195804,11.818181818181818,12.587412587412588,12.237762237762238,21.818181818181817,18.39160839160839,2.517482517482517,5,4,4,3,3,0.0,108.5777328,0.0,4.485958622808917,502.218216,1430,936,0.6545454545454545,E01016271,West Berkshire 008A,E02003374,West Berkshire 008,0.4458355879233867,135,5,0,0,140,50,50
11.427,Urban,Urban: Nearer to a major town or city,0.8301886792452831,0.1132075471698113,0.037735849,0.0188679245283018,139.42931258106356,215,0.7789115646258503,0.8921324314702741,0.1162790697674418,0.4651162790697674,0.0232558139534883,0.0232558139534883,0.4186046511627907,0.0465116279069767,0.0,1.0,0.1459143968871595,0.5,225,3.501945525291829,8.236057068741893,11.154345006485086,13.488975356679637,34.954604409857325,8.495460440985733,1.6861219195849546,10,9,10,9,8,0.0,84.79393939,3.9,4.951227365597226,307.11250018692914,1542,962,0.6238651102464332,E01016272,West Berkshire 006D,E02003372,West Berkshire 006,3.231521967900994,220,30,10,5,265,75,150
18.041,Urban,Urban: Nearer to a major town or city,0.8301886792452831,0.1132075471698113,0.037735849,0.0188679245283018,125.6575102279369,215,0.7789115646258503,0.8921324314702741,0.1162790697674418,0.4651162790697674,0.0232558139534883,0.0232558139534883,0.4186046511627907,0.0465116279069767,0.0,1.0,0.1168907071887784,0.6,200,4.850964348334308,11.221507890122735,12.27352425482174,10.578609000584454,18.00116890707189,18.93629456458212,2.571595558153127,4,4,3,2,3,0.0,103.2622222,0.0,16.74688052364292,259.27044062468576,1711,1100,0.6428988895382817,E01016273,West Berkshire 006E,E02003372,West Berkshire 006,0.7762639723646954,220,30,10,5,265,75,125
19.35,Urban,Urban: Nearer to a major town or city,0.9642857142857144,0.035714286,0.0,0.0,86.98677800974251,125,0.7455621301775148,0.8587105624142661,0.28,0.44,0.0,0.0,0.48,0.04,0.0,1.0,0.076548365,0.4666666666666667,110,3.827418232428671,9.394572025052192,12.734864300626306,13.70911621433542,29.64509394572025,11.482254697286011,2.2964509394572024,8,7,8,4,6,0.0,109.451378,0.6,9.694150683337686,459.9095856910566,1437,896,0.6235212247738344,E01016274,West Berkshire 008B,E02003374,West Berkshire 008,1.1347048709390095,135,5,0,0,140,35,75
9.553,Urban,Urban: Nearer to a major town or city,0.9642857142857144,0.035714286,0.0,0.0,86.62508662508662,125,0.7455621301775148,0.8587105624142661,0.28,0.44,0.0,0.0,0.48,0.04,0.0,1.0,0.055440055,0.6,80,4.573804573804575,9.147609147609147,13.79071379071379,15.73111573111573,28.27442827442828,8.87040887,2.772002772002772,8,7,8,6,7,0.0,109.9358696,0.0,9.499950835176032,309.1177567603512,1443,1015,0.7033957033957033,E01016275,West Berkshire 008C,E02003374,West Berkshire 008,1.0526370266014855,135,5,0,0,140,30,50
12.042,Urban,Urban: Nearer to a major town or city,0.9642857142857144,0.035714286,0.0,0.0,64.03688524590163,125,0.7455621301775148,0.8587105624142661,0.28,0.44,0.0,0.0,0.48,0.04,0.0,1.0,0.0537909836065573,0.4,105,3.637295081967213,7.120901639344263,9.272540983606556,12.704918032786884,18.442622950819672,7.991803278688526,1.536885245901639,8,6,8,6,6,0.0,126.8138,0.0,2.4809097998007785,255.26688841321675,1952,1278,0.6547131147540983,E01016276,West Berkshire 008D,E02003374,West Berkshire 008,1.6123117415720665,135,5,0,0,140,30,75
88.851,Rural,Smaller rural: Nearer to a major town or city,0.8651685393258427,0.1011235955056179,0.02247191,0.0112359550561797,259.4033722438392,400,0.8129858253315043,0.9072830578512396,0.1875,0.2125,0.0375,0.0375,0.4125,0.0875,0.025,0.975,1.264591439688716,0.56,1950,3.112840467,5.447470817120623,13.294422827496758,11.543450064850845,31.776913099870296,13.553826199740596,1.556420233463035,7,10,10,8,10,0.0,100.5368664,0.8,0.0229047519525656,19.37415862086181,1542,914,0.5927367055771725,E01016277,West Berkshire 001A,E02003367,West Berkshire 001,43.65906262905362,385,45,10,5,445,700,1250
214.484,Urban,Urban: Nearer to a major town or city,0.7872340425531915,0.1276595744680851,0.085106383,0.0,78.85159725030327,195,0.8205128205128205,0.8865784499054821,0.2307692307692307,0.4102564102564102,0.025641026,0.025641026,0.4358974358974359,0.051282051,0.025,0.975,0.6773150020218358,0.1166666666666666,1675,4.164981803477557,8.249090174,10.675293166194905,10.75616659927214,22.64456126162556,13.22280630812778,2.0218358269308534,5,4,5,3,4,0.0,105.720527,0.0,3.968521577595021,314.22351854501375,2473,1750,0.7076425394257986,E01016279,West Berkshire 013A,E02003379,West Berkshire 013,1.0079320275295205,185,30,20,0,235,175,1500
144.277,Urban,Urban: Nearer to a major town or city,0.7872340425531915,0.1276595744680851,0.085106383,0.0,104.27807486631016,195,0.8205128205128205,0.8865784499054821,0.2307692307692307,0.4102564102564102,0.025641026,0.025641026,0.4358974358974359,0.051282051,0.025,0.975,0.5347593582887701,0.6666666666666666,1000,3.8502673796791447,9.946524064171124,11.176470588235295,11.550802139037431,22.35294117647059,17.272727272727273,2.8877005347593583,5,4,5,3,3,0.0,110.6311943,0.0,10.270351765479212,111.93437796577604,1870,1188,0.6352941176470588,E01016280,West Berkshire 013B,E02003379,West Berkshire 013,1.168411781214203,185,30,20,0,235,400,600
144.277,Urban,Urban: Nearer to a major town or city,0.7872340425531915,0.1276595744680851,0.085106383,0.0,132.02437373053485,195,0.8205128205128205,0.8865784499054821,0.2307692307692307,0.4102564102564102,0.025641026,0.025641026,0.4358974358974359,0.051282051,0.025,0.975,0.2234258632362897,0.1,330,4.603926878808395,9.681787407,10.49424509140149,14.285714285714285,25.186188219363576,12.728503723764389,2.3019634394041977,8,8,8,5,6,0.007042254,84.45308642,0.7,6.665884544733711,780.5972457477327,1477,962,0.6513202437373053,E01016281,West Berkshire 013C,E02003379,West Berkshire 013,0.9001055988496255,185,30,20,0,235,30,300
24.532,Urban,Urban: Nearer to a major town or city,0.7872340425531915,0.1276595744680851,0.085106383,0.0,130.1735648,195,0.8205128205128205,0.8865784499054821,0.2307692307692307,0.4102564102564102,0.025641026,0.025641026,0.4358974358974359,0.051282051,0.025,0.975,0.1835781041388518,0.375,275,4.672897196261682,8.344459279038718,13.01735648,15.153538050734314,28.03738317757009,10.41388518024032,1.535380507343124,9,8,10,7,7,0.0,73.68568773,0.0,1.0545623369742236,706.7533607652373,1498,1019,0.6802403204272364,E01016282,West Berkshire 013D,E02003379,West Berkshire 013,0.9482606811743578,185,30,20,0,235,75,200
12.35,Urban,Urban: Nearer to a major town or city,0.8795180722891566,0.096385542,0.0240963855421686,0.0,282.5278810408922,380,0.8068814302580536,0.8996875,0.1447368421052631,0.2894736842105263,0.052631579,0.052631579,0.5,0.052631579,0.0,1.0,0.1301115241635687,0.75,175,4.014869888475837,7.211895910780669,12.490706319702602,15.836431226765798,33.234200743494426,9.888475836431226,2.527881040892193,10,10,9,9,9,0.0,112.123389,0.0,0.1965330368338979,1905.691308924698,1345,866,0.6438661710037175,E01016284,West Berkshire 007D,E02003373,West Berkshire 007,5.088203063005437,365,40,10,0,415,75,100
28.369,Rural,Smaller rural: Further from a major town or city,0.8795180722891566,0.096385542,0.0240963855421686,0.0,248.04177545691903,380,0.8068814302580536,0.8996875,0.1447368421052631,0.2894736842105263,0.052631579,0.052631579,0.5,0.052631579,0.0,1.0,0.3263707571801567,0.6666666666666666,500,3.590078328981724,6.984334203655353,11.553524804177544,14.556135770234988,35.83550914,9.138381201044384,2.154046997389034,6,8,9,8,8,0.0,125.7123077,0.0,0.011367817,2067.4554383070454,1532,957,0.6246736292428199,E01016285,West Berkshire 007E,E02003373,West Berkshire 007,87.96763837046345,365,40,10,0,415,200,300
82.812,Rural,Larger rural: Further from a major town or city,0.8651685393258427,0.1011235955056179,0.02247191,0.0112359550561797,220.62879205736348,400,0.8129858253315043,0.9072830578512396,0.1875,0.2125,0.0375,0.0375,0.4125,0.0875,0.025,0.975,0.6067291781577496,0.375,1100,3.419746276889134,5.4605626034197465,11.638168781025923,14.837286265857694,29.06784335355764,8.439051296194153,1.4892443463872034,7,6,7,8,9,0.0,60.7449827,0.0,0.103984749668688,4580.162537235889,1813,1103,0.6083838940981798,E01016286,West Berkshire 001B,E02003367,West Berkshire 001,38.46717920411055,385,45,10,5,445,300,800
35.901,Rural,Smaller rural: Further from a major town or city,0.8651685393258427,0.1011235955056179,0.02247191,0.0112359550561797,281.2939521800281,400,0.8129858253315043,0.9072830578512396,0.1875,0.2125,0.0375,0.0375,0.4125,0.0875,0.025,0.975,0.3164556962025316,0.5,450,3.305203938115331,6.399437412,12.447257383966246,15.682137834036569,35.16174402250351,9.282700421940929,1.5471167369901548,6,8,9,9,9,0.0,81.75813953,0.7,0.007194204,4257.651671687256,1422,960,0.6751054852320675,E01016287,West Berkshire 001C,E02003367,West Berkshire 001,139.0007779677116,385,45,10,5,445,150,300
29.48,Rural,Smaller rural: Nearer to a major town or city,0.8651685393258427,0.1011235955056179,0.02247191,0.0112359550561797,234.05500292568755,400,0.8129858253315043,0.9072830578512396,0.1875,0.2125,0.0375,0.0375,0.4125,0.0875,0.025,0.975,0.2047981275599766,0.4,350,2.8671737858396726,7.606787595084845,11.702750146284377,13.926272674078408,35.049736688121705,9.479227618490343,2.223522527794032,7,8,10,8,8,0.0,109.4666008,1.5,0.010917979,3201.432362963939,1709,1092,0.638970158,E01016288,West Berkshire 001D,E02003367,West Berkshire 001,91.59204310226086,385,45,10,5,445,100,250
9.482,Urban,Urban: Nearer to a major town or city,0.9411764705882352,0.044117647,0.0147058823529411,0.0,223.7762237762238,320,0.75,0.8680795847750865,0.171875,0.328125,0.015625,0.015625,0.515625,0.078125,0.015625,0.984375,0.052447552,0.5,75,3.006993006993007,5.734265734265734,10.839160839160838,13.286713286713288,39.58041958041958,7.2027972027972025,1.818181818181818,10,10,10,10,10,0.0,95.08821218,0.0,2.374739321863771,194.9373111971117,1430,738,0.5160839160839161,E01016289,West Berkshire 021A,E02003387,West Berkshire 021,3.368790808467072,320,15,5,0,340,25,50
26.385,Urban,Urban: Nearer to a major town or city,0.9411764705882352,0.044117647,0.0147058823529411,0.0,206.4516129032258,320,0.75,0.8680795847750865,0.171875,0.328125,0.015625,0.015625,0.515625,0.078125,0.015625,0.984375,0.2419354838709677,0.5,375,5.548387096774193,7.290322580645162,11.483870967741936,13.161290322580646,32.25806451612903,7.548387096774194,1.870967741935484,9,9,9,10,9,0.0,101.9695489,0.0,9.053536391597325,229.68439125425928,1550,921,0.5941935483870968,E01016290,West Berkshire 021B,E02003387,West Berkshire 021,1.2149948400504813,320,15,5,0,340,125,250
26.558,Urban,Urban: Nearer to a major town or city,0.9411764705882352,0.044117647,0.0147058823529411,0.0,163.76663254861822,320,0.75,0.8680795847750865,0.171875,0.328125,0.015625,0.015625,0.515625,0.078125,0.015625,0.984375,0.2047082906857728,0.7777777777777778,400,3.582395087001024,5.629477993858751,11.003070624360287,12.896622313203684,33.930399181166834,7.727737973387923,1.586489252814739,10,9,9,10,9,0.0,97.20956938,0.0,5.470556316426472,565.6916829310172,1954,1220,0.6243602865916069,E01016291,West Berkshire 021C,E02003387,West Berkshire 021,1.4623741238122991,320,15,5,0,340,175,225
20.26,Urban,Urban: Nearer to a major town or city,0.9411764705882352,0.044117647,0.0147058823529411,0.0,195.95835884874464,320,0.75,0.8680795847750865,0.171875,0.328125,0.015625,0.015625,0.515625,0.078125,0.015625,0.984375,0.1377832210655235,0.8,225,4.225352112676056,7.348438456827925,12.124923453766074,13.59461114513166,25.597060624617267,13.962033067973056,1.653398652786283,8,7,7,6,5,0.0,97.63825758,0.0,4.583173692515782,411.6330835269491,1633,1021,0.6252296387017758,E01016292,West Berkshire 021D,E02003387,West Berkshire 021,0.8727576715086991,320,15,5,0,340,100,125
