LSOA21CD,log_voa_rv_2023,rv_per_working_age,sme_density,qualification_index,firm_size_diversity,rv_per_employee,sme_qual_interaction,employment_quality,modern_sector_leverage,asset_growth_diversity,lsoa_total_employed,lsoa_home_or_no_fixed_count,lsoa_home_or_no_fixed_share,lsoa_workplace_commuters,lsoa_same_lsoa_worker_count,lsoa_same_lsoa_work_share,lsoa_out_commute_share,lsoa_workers_at_workplace,lsoa_inbound_worker_count,lsoa_local_worker_share,lsoa_in_commute_share,lsoa_outbound_from_swindon_count,lsoa_outbound_from_swindon_share,lsoa_inbound_to_swindon_count,lsoa_inbound_to_swindon_share
E01015552,0.13826579,0.14139482,-0.043366473,-0.011115682,-0.0018399626,0.01181313,-0.012571802,0.070124246,0.002268137,0.0038678742,-0.0054192813,0.00547076,0.0037493722,0.0040299194,0.032136083,0.12581004,0.004525654,0.44213736,0.13986337,-0.004731841,0.0049776398,0.0019615714,-0.002049431,0.5752074,0.013221168
E01015553,-0.056288783,-0.047061402,0.02425796,-0.005901112,0.023514679,0.005874635,0.0031951019,-0.10012594,-0.0010944603,-0.009351633,0.0055006742,0.017223138,-0.010828952,-0.012407517,-0.005544846,-0.032662187,-0.0020605219,-0.1928291,-0.07650997,0.032774426,0.0057719606,-0.00016988948,-0.0012416213,-0.37365556,0.008345377
E01015554,-0.05704645,-0.04290074,0.016950618,-0.007930017,0.019633982,-0.013604779,-0.016039005,0.10657968,-0.00024776137,0.013754843,-0.011552067,-0.036699474,-0.013972397,-0.010929463,-0.0051465575,-0.03236013,-0.0008692646,-0.17276601,-0.07232441,-0.037748042,-0.0076670167,-0.0011454837,-0.0016953745,-0.3392108,-0.0005143748
E01015555,-0.051698755,-0.036122173,-0.027924621,-0.00041333132,-0.09824597,-0.01235085,-0.01770478,0.06774604,-0.00024776137,0.007605496,0.001007668,-0.018959913,-0.007247851,-0.01142391,-0.0041317185,-0.032500505,-0.0008692646,-0.15129149,-0.013652956,-0.014589824,-0.0037985123,-0.01299557,-0.0018047327,-0.3137633,0.0031783222
E01015556,-0.0470346,-0.03306461,-0.037261095,-0.00597308,-0.11327232,-0.013135238,-0.015034219,0.10133901,-0.002620373,0.0036036058,0.0036499181,0.011191911,-0.0072701313,-0.012373181,-0.006922283,-0.029629044,-0.0020605219,-0.08614473,0.039095953,-0.057254277,-0.013162995,-0.0005159703,-0.001509849,-0.08035923,0.0064552184
E01015557,-0.041925978,-0.032860927,-0.04625136,-0.0050184876,-0.13347374,-0.012520876,-0.019458713,0.07903451,-0.002620373,0.0129695255,0.0032376742,0.007393599,-0.0032899822,-0.0035970476,-0.0070752874,-0.03838005,-0.0020605219,0.06327585,0.033347152,-0.069305636,-0.020967685,0.0002947483,0.0034452858,0.15882365,0.009036175
E01015558,-0.060165368,-0.043576565,-0.028717536,-0.00041333132,-0.093876384,0.0036243212,-0.02542843,0.055552892,-0.00024776137,-0.01116752,-0.022865117,-0.010430835,-0.017105568,-0.012109291,-0.0043259524,-0.030731024,-0.0020605219,-0.15279944,-0.07909116,-0.04583662,-0.0076670167,-0.013094023,-0.005312968,-0.30635378,0.006917558
E01015559,-0.047658354,-0.036051232,-0.027924621,-0.000845268,-0.10082783,-0.013762433,-0.015219462,0.06865551,-0.00024776137,0.008449863,-0.0047545494,-0.014345124,-0.006516101,-0.011814274,-0.0048460998,-0.036555745,-0.0008692646,-0.13864468,-0.00943302,-0.0494476,-0.008505798,-0.0011454837,-0.001509849,-0.2556409,0.0031967831
E01015560,-0.039934043,-0.03503931,-0.031841908,-0.0050184876,-0.108703576,-0.011692278,-0.01634197,0.059512995,-0.005174036,0.008630622,0.019958777,0.016291821,-0.0032186476,0.013032097,-0.0032278472,-0.02788483,-0.0008692646,-0.080401905,0.039444417,-0.024852468,-0.0032362617,-0.001012366,0.0011008887,-0.11132267,0.004118378
E01015561,0.15398256,0.13089988,0.058775913,-0.034385756,0.36755437,-0.013445771,0.045384258,0.099838,-0.0058367513,-0.013049354,0.014965105,0.006435995,0.003923068,-0.014708235,0.025575733,0.15293409,0.004525654,0.41886145,0.1252359,-0.036028367,-0.008877574,0.0025864209,0.009241986,0.6120629,0.029758302
E01015562,-0.04998135,-0.04237148,-0.0316519,-0.0124825165,-0.10476298,0.004666421,-0.016039005,0.10814983,-0.0008225363,-0.009827401,0.0053813783,0.011018722,-0.004211424,-0.012194505,-0.0058467975,-0.0347831,-0.0020605219,-0.15179157,-0.070177935,-0.0443622,-0.0076670167,0.0002947483,-0.0016953745,-0.24831796,0.017942851
E01015563,-0.048879936,-0.037975337,-0.028902298,0.038147416,-0.09650725,-0.012685617,-0.014770431,-0.078014106,-0.0035021037,-0.009827401,0.0070187566,0.0096523855,0.07317282,-0.009965245,-0.0028939936,-0.027979609,-0.0026523762,-0.1678279,-0.0751449,-0.04134393,-0.0071038376,0.0022199384,0.0027015076,-0.3042571,-0.06391672
E01015564,-0.058308575,-0.02671709,0.068936326,-0.009897647,0.32783553,0.03223851,0.08183895,0.14860566,0.0032352488,-0.02146758,0.010885247,0.018859146,0.04972502,0.02332664,-0.0077330023,0.10366836,0.0057276343,0.11432048,0.045437872,-0.073615775,-0.020967685,0.00267485,0.012812038,0.28076205,0.028018247
E01015565,-0.048941337,-0.034072287,-0.030813223,-0.009338724,-0.1104961,-0.012558075,-0.017056441,0.06587516,-0.0008225363,-0.014757877,0.004302715,0.009143726,-0.0032186476,-0.010206273,-0.0026624138,-0.033842593,-0.0020605219,-0.14249551,-0.014951084,-0.04972126,-0.011107216,-0.0005159703,0.0024332798,-0.07951062,0.017039398
E01015566,-0.052710056,-0.0447604,-0.03915337,-0.01199452,-0.12275585,0.0035762521,-0.019847361,0.053357884,-0.0008225363,-0.01824042,0.0056268503,0.0067665214,-0.0035046097,-0.010473758,-0.0023770658,-0.02885634,-0.0026523762,-0.15577325,-0.068814315,-0.05895427,-0.009826575,0.0002947483,-0.0015009802,0.13425149,-0.0784764
E01015567,-0.07246917,-0.051828474,-0.0025592803,-0.0059202826,0.23299888,0.009395868,-0.008432314,0.10334533,0.0006462232,-0.00822861,0.00520621,0.011356687,-0.007868241,-0.014792369,-0.006514108,-0.05277164,-0.0020605219,-0.006025781,0.028080765,-0.065122016,-0.020967685,-0.0005836618,-0.0007692362,0.20903087,0.01334972
E01015568,0.17326349,0.14593215,0.007603697,-0.014360912,0.36963928,0.013469652,-0.0014907531,0.103689216,0.002268137,0.024656797,0.014504618,0.03392403,-0.0024129057,-0.0017694122,0.02774099,0.17389165,0.004525654,0.42825168,0.1322498,-0.03416921,-0.008877574,0.002341049,0.0061392267,0.620913,0.023424244
E01015569,-0.02837841,0.05644931,0.0011423992,0.0037128404,0.4607531,-0.009342115,-0.0277675,0.10262602,-0.0009984589,-0.028073903,-0.014698473,-0.04868468,-0.041886646,-0.019893527,0.0054670963,0.1381701,0.0019950282,0.21501048,0.03321477,-0.092540406,-0.020967685,-0.015325096,-0.0032875894,0.28317133,0.0012829643
E01015570,-0.08928138,-0.050934475,0.0076739206,-0.00021829817,0.34645274,0.00037125786,-0.02979679,0.1075857,-0.00024776137,-0.0077029406,-0.0101029305,-0.033061475,-0.020025438,-0.021454487,-0.0050360793,-0.049868982,-0.0020605219,-0.17404138,-0.07731295,-0.04203015,-0.0076670167,-0.0011454837,-0.0011811045,-0.30660853,0.022937862
E01015571,-0.10033466,-0.06046165,-0.032710362,-0.00065023487,0.30427396,0.006579198,-0.02062019,-0.13575436,-0.00051968545,-0.0006146138,-0.00970778,-0.032374576,-0.013972397,-0.020871978,-0.004734128,-0.04801094,-0.0008692646,-0.19357057,-0.07671079,-0.036541954,-0.0076670167,-0.0012306443,-0.0004324676,-0.35072303,-0.0029756122
E01015572,-0.04697586,-0.03423749,-0.018657148,-0.00019912736,-0.08949665,-0.013136964,-0.016769612,-0.12105551,-0.00051968545,0.0041110613,-0.017372867,-0.010430835,-0.020068089,-0.013032099,-0.0043259524,-0.03581687,-0.0020605219,-0.17869878,-0.09008933,0.055451997,0.0090077985,0.009738949,-0.0058079716,-0.34642982,0.006147908
E01015573,-0.03971617,-0.025106132,-0.04265842,0.0003332774,-0.13262087,0.005580285,-0.017990809,0.06650766,-0.002620373,-0.02062859,0.0036981616,-0.027513625,-0.024229001,0.014006987,-0.006122213,-0.041425426,-0.0020605219,0.18391834,0.04909032,-0.03606562,-0.0059393584,0.00019629553,-0.008569248,0.28287408,0.017257035
E01015574,-0.058059905,-0.04009711,-0.040410247,-0.0048042834,0.061336856,-0.012903726,-0.016535746,0.044065658,-0.0008225363,0.011006618,0.0029044372,0.013832988,-0.00045427354,-0.007132625,-0.0023647174,-0.03293281,-0.0020605219,-0.16335207,-0.007559463,0.078154296,0.012391343,-0.010764048,0.00208948,-0.1079256,0.020434754
E01015575,-0.05079203,-0.031920124,-0.02696173,-0.00041333132,-0.09787868,0.010479793,-0.017149726,0.10626731,-0.00024776137,-0.009574532,-0.01946484,-0.00895263,-0.004541929,-0.0013549889,-0.0017093403,-0.032724313,-0.0020605219,-0.13044605,0.0024176263,-0.02302398,-0.0027915118,0.038202472,-0.0034941114,-0.15017761,0.0069867154
E01015576,-0.056938384,-0.052059468,-0.04623919,-0.0045304922,0.06321974,0.012077156,-0.01958262,0.024843361,0.0006462232,-0.015990907,-0.0005686934,0.011603346,0.00016428635,-0.001481202,-0.0022542384,-0.033145268,-0.0020605219,-0.09979209,0.03498276,-0.024008848,-0.007550388,0.038202472,-0.0032997178,0.20894744,0.019481828
E01015578,0.12840284,0.12398209,0.07057024,-0.011115682,0.0209537,0.012581651,-0.0031288879,0.102361664,-0.003552122,0.01106847,-0.0072708596,0.00670279,-0.00156581,0.002132879,0.032136083,0.13818055,0.004525654,0.39336342,0.13071583,-0.04618375,-0.008877574,0.002341049,-0.002049431,0.5897648,0.014780726
E01015579,-0.0544748,-0.049731772,0.12162619,-0.0052708806,0.047044594,0.0051915064,-0.016535746,0.11028702,-0.00024776137,-0.007933981,0.0035924523,0.009965634,-0.017688949,0.0071179587,-0.0006766475,-0.03201168,-0.0026523762,-0.16930498,-0.010553107,0.061980654,0.011235343,-0.00030756096,-0.005127443,-0.0743186,-0.06281483
E01015580,-0.06279572,-0.05232366,-0.021080067,-0.00019912736,-0.08859053,0.0044901166,-0.01674857,-0.124434255,-0.00051968545,-0.010405063,0.004734615,0.0051410757,-0.009478623,-0.011078723,-0.004734128,-0.035733204,-0.0008692646,-0.1947074,-0.087628685,0.046986774,0.0090077985,-0.0010482997,-0.0024852615,-0.3522943,0.0036539515
E01015581,0.14639068,0.13638662,0.11834602,-0.011903825,0.017110648,-0.021309016,-0.0034195622,0.090788685,-0.0009984589,0.024656797,0.018510103,0.0179341,0.008059299,-0.007974646,0.023874484,0.1327031,0.004525654,0.42111596,0.13811855,0.073125124,0.018252814,-3.7576596e-05,-0.002049431,0.6246152,0.015055158
E01015582,-0.036881104,-0.028349157,0.07962053,-0.005815006,0.033815753,0.022467876,0.05235314,0.117096364,0.0006462232,0.014584035,0.008776919,0.015475557,-0.0062186215,0.006918392,0.024562031,0.08251931,0.004525654,0.3356834,0.05572079,-0.08070186,-0.0239059,0.0012086935,-0.00072884007,0.36646685,0.028546508
E01015584,-0.059723243,-0.042300418,0.06678386,-0.0045304922,-0.13795885,0.004215075,-0.019155635,0.063261904,-0.005174036,-0.021104837,-0.022369826,-0.034866855,-0.0009791304,0.023561507,-0.0040589385,-0.035510015,-0.0026523762,0.09584772,0.047499288,-0.032400135,-0.0053761792,-0.01299557,-0.0049516535,0.29252607,-0.0721729
E01015585,0.12450421,0.026863646,-0.05104483,-0.0075208405,-0.21138407,0.003388409,-0.014510085,0.09357454,-0.00013950636,0.012146878,-0.018977325,0.004606398,0.065797016,-0.010794833,0.02095,0.12018077,0.009412326,0.36700323,0.05396053,-0.050645053,-0.008877574,0.004382434,0.011410594,0.53783524,-0.036598284
E01015586,-0.0743492,-0.047962625,0.03749662,-0.0050184876,-0.104167365,0.0029176816,-0.017056441,0.06605441,-0.0028014244,-0.007746772,-0.022556521,-0.025267344,-0.0037355912,0.025332116,-0.0050360793,-0.033465315,-0.0008692646,-0.16070835,-0.07574149,-0.043121763,-0.0076670167,-0.01299557,0.0022477545,-0.32183954,-0.00019613316
E01015587,0.10605471,0.020704037,0.0581588,-0.0054009426,-0.1931787,-0.0183585,-0.018040849,0.09800993,-0.003552122,-0.026707167,0.0093532875,0.018303415,-0.00027954602,-0.010912908,0.023965744,0.10427078,0.0075578494,0.07845066,0.04213116,-0.09304203,-0.020967685,-0.0035490592,0.004180278,0.27177873,0.021639537
E01015588,-0.031576514,-0.03536107,0.025394324,-0.0097211795,-0.1299409,-0.013606042,0.04844297,0.06528982,-0.0032301797,-0.016840301,0.008662463,0.01379904,0.07131005,0.0054059774,-0.0068999,0.11239537,0.0019950282,-0.15857947,-0.06981942,-0.046081856,-0.0076670167,0.00267485,0.00872774,-0.32150963,-0.0042984867
E01032700,-0.055440806,-0.04215434,-0.02657616,-0.0124825165,-0.097720474,0.009840971,-0.0143521875,-0.14597614,0.002448616,0.008484896,0.003082122,0.0055178837,-0.004790809,-0.008671353,-0.0032278472,-0.04030921,-0.0008692646,-0.10246316,0.040874053,-0.05048741,-0.013162995,0.0002095878,0.002887033,-0.17889452,0.0029929818
E01032701,-0.062240053,-0.04211788,-0.028717536,0.018705783,-0.094475314,0.022904966,-0.0143521875,0.05165539,-0.0011048934,-0.0034792733,0.0034972925,-0.010187671,-0.0057711103,-0.010358192,-0.0058467975,-0.03306831,-0.0020605219,-0.15706722,-0.07502917,-0.042140353,-0.0076670167,-0.00026707357,0.006642418,-0.3071882,0.01518521
E01032702,-0.06021268,-0.042458743,-0.028632592,0.017592091,-0.09406314,0.019388963,-0.0143521875,-0.07853797,0.0041191173,-0.0034792733,0.00851808,0.009437044,-0.004790809,-0.010140259,-0.005544846,-0.03020906,-0.0008692646,-0.16924888,-0.076002784,-0.039281107,-0.0076670167,0.0002095878,0.0027015076,-0.32150918,0.0063839513
E01032703,-0.056997694,-0.044599466,-0.039693795,-0.0124825165,-0.10476298,0.0100057125,-0.0143521875,0.10724874,-0.00042248308,-0.009827401,0.004834049,0.006754444,-0.0022949534,-0.011891358,-0.005544846,-0.030407831,-0.0020605219,-0.1569607,-0.070177935,-0.043065123,-0.0076670167,0.0002947483,0.0022477545,-0.27263904,0.017437099
E01032704,-0.04423056,-0.0388066,-0.026052238,-0.009338724,-0.09857512,0.005208319,-0.017056441,0.037032954,-0.0020059748,-0.0067423014,0.018717334,0.01161924,-0.0037980326,0.016245754,-0.004887131,-0.029761946,-0.0020605219,-0.16075067,-0.066633634,-0.037151568,-0.0076670167,-0.001012366,0.006642418,-0.2617452,0.01236242
E01032705,-0.045181442,-0.03553875,-0.031744808,-0.011780318,-0.09767104,-0.011692278,-0.013844142,-0.12864073,0.0016622671,-0.0020423145,0.005731721,0.0074899634,-0.0011840076,-0.012814166,-0.004148321,-0.034031212,-0.0026523762,-0.202642,-0.08510981,0.054554254,0.007851799,-0.00016988948,0.007096171,-0.3462125,-0.064790785
E01032706,-0.056095164,-0.03995586,-0.01860688,0.04774783,-0.090366185,0.0042828918,0.0828158,-0.1195658,0.0041191173,0.0016669636,0.0043530953,0.011403283,-0.006061784,-0.009504184,-0.0051890826,-0.038940977,-0.0008692646,-0.16521582,-0.07226113,-0.039382808,-0.0076670167,0.00045495987,-0.003297635,-0.31758273,0.0057176217
E01032707,-0.036938377,-0.03226337,-0.059653446,0.037035044,-0.14266899,0.015684694,0.07454866,0.0771053,0.00727559,-0.02602849,0.0019741927,0.04176978,0.070442475,-0.0034573595,0.0038180454,0.08707716,0.0057276343,0.17389233,0.054011647,-0.08823686,-0.020967685,-0.005120578,-0.0012214659,0.2734781,0.0156816
E01032708,-0.009681953,-0.03368983,0.102747604,-0.016980268,0.028545987,0.008509226,0.06396069,0.07744802,0.0006462232,-0.012826821,-0.003511484,0.013696662,-0.0024757981,0.0020399871,0.022396773,0.07703607,0.0007930482,0.37792477,0.12578489,-0.030855233,-0.008877574,0.002515808,-0.00072884007,0.3661656,-0.0035655985
E01032709,-0.047195427,-0.034221694,-0.029682865,-0.009338724,-0.095143706,-0.012558075,-0.013347401,-0.13868375,-0.002277899,-0.0020423145,0.005211918,0.007837224,-0.0037980326,-0.011875704,-0.005544846,-0.031944133,-0.0020605219,-0.18070522,-0.07791523,-0.03948432,-0.0076670167,0.0002095878,0.0027015076,-0.32955864,0.007121548
E01032710,-0.012533397,-0.011465737,-0.022627622,-0.014240622,-0.16500613,0.012675241,0.009828946,0.10062565,0.0005190555,0.012228358,0.005784015,0.015953736,0.00012819353,-0.010100272,-0.0077330023,-0.04465344,-0.0008692646,0.3980269,0.1380073,0.13029198,0.022252051,-0.00026775931,0.00850837,0.29958633,0.0043141604
E01032711,-0.049874462,-0.04386606,-0.02377166,-0.010880829,-0.092181765,0.0017815804,-0.017056441,-0.11648171,0.0009798567,-0.0099731255,0.005813712,0.0072283857,-0.0077304817,0.016828261,-0.004887131,-0.032437485,-0.0020605219,-0.17230427,-0.07366799,-0.038346715,-0.0076670167,-0.0010975266,0.0027015076,-0.30888852,0.014873469
E01032712,-0.04341307,-0.042742793,-0.039069563,-0.010880829,-0.11415378,0.0037834765,-0.020752052,-0.066996686,-0.00080913934,-0.019455485,0.021849316,0.03882963,-0.0047923294,0.014105216,-0.002815417,-0.027795812,-0.0020605219,-0.0792595,0.026835397,-0.021406543,-0.0059393584,-0.0010975266,0.004490618,0.24846251,0.0008141825
E01032713,-0.042287324,-0.03836482,-0.048113264,-0.014439454,-0.13123752,0.017124854,-0.020864796,0.0783972,0.0003638661,0.019093754,0.018475039,0.041521564,-0.0036597708,0.012407422,-0.007487717,-0.035613224,-0.0008692646,0.08784786,0.042086225,-0.08396558,-0.020967685,-0.001012366,0.00850837,0.18102804,0.006655629
E01032714,0.103101574,0.11812757,0.06317425,-0.0032011163,-0.22417235,-0.02418119,0.050247937,0.08655092,0.002847522,0.01181095,-0.015609652,0.0040408242,0.0044348347,0.0014993879,0.0103994915,0.087912254,0.0057276343,0.41810787,0.12950496,0.14542653,0.025679968,0.0022069437,-0.0021323834,0.57746917,0.024234401
E01032715,0.12570018,0.10949527,0.1032028,0.00019981968,-0.23693489,-0.020073831,0.06535986,0.10767796,0.002268137,0.013633344,-0.0032273543,0.017741404,0.0073482348,0.008803313,-0.006926538,0.10256174,0.0057276343,0.2898325,0.05394603,-0.044898845,-0.008877574,-0.004861476,-0.022770163,0.34867176,0.024220014
E01032716,0.13982679,0.118493475,0.12527664,-0.005183203,0.008053654,-0.0144432895,-0.013860659,0.09080783,-0.0009984589,0.009228553,0.011017267,0.021738408,-0.015044201,-0.001151292,0.019736378,0.11982814,0.0007930482,0.36033288,0.12559205,-0.044624344,-0.008877574,-0.0032453465,-0.021009246,0.37319878,0.007697517
E01033841,0.24808615,0.095755704,0.14107694,-0.0015584347,0.48960456,-0.009031058,0.08353111,0.10762105,0.0029505475,0.0044405316,0.0037268398,0.024793832,0.006952505,-0.01374361,-0.0017746564,-0.045179963,-0.0026523762,-0.108759716,0.017692368,0.11567921,0.016757883,0.00013791077,0.009340939,0.2798874,-0.021547424
E01033843,0.26555675,0.1841231,0.1463695,0.000211037,0.5236324,-0.007752289,0.110543005,0.1074059,-0.0016082658,0.00062250183,0.008167962,0.026367975,0.08209226,0.07169314,-0.0042177388,-0.03547884,-0.0026523762,-0.15435225,-0.05972997,-0.05198796,-0.009705256,0.0056157466,0.011946491,-0.08740462,-0.051753234
E01033845,0.10714834,0.1019833,-0.024019519,-0.03243499,-0.11136897,-0.02345712,0.04388098,0.09522414,0.002268137,0.020225177,-0.020321827,-0.013690072,-0.045263056,0.0034553679,-0.0084760655,-0.04942259,-0.0026523762,0.3751727,0.12063138,0.054840993,0.008983083,-5.0227885e-05,-0.022770163,0.5462116,-0.09758717
E01033846,0.15488109,0.13125543,-0.01541979,-5.961978e-05,-0.082508445,-0.014061229,-0.013501886,0.044826463,0.0013741525,0.012816394,0.006669462,-0.030193955,-0.024547447,-6.934085e-05,-0.0026666685,-0.031330414,-0.0020605219,-0.13363206,0.0017005017,-0.027286217,-0.0027915118,0.0029449835,-0.015679043,-0.09009612,0.012437434
E01033847,-0.037344217,-0.032449204,0.005285217,0.033333886,-0.05248184,0.0045353947,0.0859332,0.03642731,0.00727559,0.01114995,0.005784015,0.012837729,0.04435383,-0.00061961234,-0.0026624138,-0.037665818,-0.0008692646,0.3765238,0.07329149,0.11830022,0.022252051,-0.0031645813,0.010593693,0.3226456,0.007329572
E01033848,-0.035588246,-0.027507082,-0.020877538,0.04774783,-0.022907704,-0.011069216,0.12264894,0.09063298,0.0035031266,0.011891117,0.018900003,0.023466421,-0.0041836044,0.011723945,-0.0070752874,-0.036637194,-0.0020605219,-0.0834416,0.030557118,-0.07143526,-0.015866093,-0.00076699414,0.0047129975,0.2197953,0.026553825
E01033849,0.1269068,-0.016307363,-0.03073275,-0.016613571,-0.13923712,-0.012478393,-0.013162811,0.06329516,-0.0018507855,0.00525239,0.014368445,0.029420411,-0.0046657044,0.0149319125,-0.0031158747,-0.02788483,-0.0020605219,-0.15387993,-0.065923706,-0.014801893,-0.0019527314,-0.0073695756,0.007902221,-0.17116287,0.015377284
E01033850,0.11509732,0.056065954,0.00018538866,0.028097006,-0.17413351,-0.015888266,0.0942257,0.11509489,-0.0035330465,0.010853355,0.010588715,0.032633446,0.0449788,-0.011649502,-0.008471812,-0.02896178,-0.0026523762,-0.13269663,-0.018104127,-0.07136831,-0.013247133,-0.004989474,0.008531786,0.19165851,-0.09782031
E01033860,-0.04464667,-0.036325168,-0.036514044,-0.005160724,-0.12401181,-0.01293912,-0.016051656,0.094381526,-0.0008225363,-0.019455485,0.0014449181,0.007756415,-0.0032186476,-9.307386e-05,-0.0070752874,-0.036972925,-0.0020605219,-0.12082204,-0.00038166787,-0.06378044,-0.013810312,0.0002947483,0.0024332798,-0.010436524,0.017942851
E01033861,-0.03718523,-0.028080652,-0.059860382,-0.0124825165,-0.14017074,0.005580285,-0.009046086,0.077125974,0.00413633,-0.019160343,0.017601913,0.019038748,0.012934625,-0.0099971,-0.002815417,-0.035381544,-0.0020605219,0.14171925,0.053559005,0.008466763,0.007915855,-8.4728934e-05,0.00991756,0.26517582,0.012717524
